id,ano,site,comentarios,rotulacao_manual,id_rotulador
22,2021-06-28,UOL,prisão o cara tá peneirado de tanto tiro,0,M
18,2019-08-20,G1,não entendi nada,0,M
21,2021-11-06,Folha,"era criminosa? usou a criança como escudo? roubou, matou? covardes! tá no filme mano!!! pms derrubam e imobilizam mulher com bebê no colo em itabira (mg",-1,G
20,2019-09-22,Folha,aonde está sendo encarado com naturalidade?,0,M
20,2019,UOL,Os bandidos não dispararam tiros? Você já fez a perícia da bala? Diz assim : foi o policial e a fonte dessa informação é minha cabeça.,1,M
26,2021-05-07,Folha,"se está com arma não mão deixa de ser criança, assim como o cara falou, sorte tem os bandido, q não é prisão perpétua, se fosse isso não estava acontecendo, e eu apoio, bandido tem q morrer mesmo, pq se for preso e quando sai, faz q mesma coisa ou faz pior",1,M
18,2019-08-21,UOL,"não é justificativa, são fatos em nenhum momento se questiona o q ele fez",1,M
18,2019,UOL,Parabéns Polícia do Rio.,1,M
18,2019,UOL,Aí você acordou e percebeu que o Lula ainda está preso.,0,M
18,2019,UOL,"Não, pois amiguinho do Queiroz...",0,M
20,2019,UOL,Guerra as drogas = Fracasso,0,M
18,2019,UOL,"Rac, por que voce não se oferece para pagar o funeral do coitadinho, excluido da sociedade?",1,M
18,2019-08-20,Folha,"bolsonaro se manifestou sobre o sequestrador morto no rio ""não tem que ter pena"" o presidente ainda mencionou outro caso na cidade ""no ônibus 174 não usaram sniper e o que aconteceu? a passageira morreu"", disse",1,G
25,2019-04-08,Folha,quem votou 17 ta com as mãos sujas de sangue inocente,0,G
20,2019-09-21,Folha,“a carne mais barata do mercado é a carne negra”,0,M
24,2020-07-01,G1,a irmã do garoto afirmou que foram bandidos,0,M
26,2021-05-06,Folha,"uai, adota um traficante a esqueci todos eles era inocente, menos o policial morto enfim",1,C
26,2021-05-06,Folha,um monte de esquerdalhas defendendo bandidos nos comentários,0,M
22,2021-06-28,G1,atualização | lázaro barbosa morre após ser baleado em goiás,0,M
20,2019-09-21,Folha,"sem querer comparar mais o sp matou 397 no mesmo período a diferença é que são paulo tem 46milhoes de pessoas e rj 17milhoes ou seja, existe sim uma forma que reduza a morte de inocentes",0,M
18,2019,UOL,Agora o circo está montado esse sujeito vai virar nome de rua a esquerda vai fazer um filme a família vai para a rua gritando queria justiça e a vida segue,0,M
24,2020-07-01,G1,"eu tenho um prof da faculdade q fala q a gnt é torturado com notícias trágicas pra gente n ficar + surpreso, pq vamos estar tão acostumado com o caos q nd + nos sensibilize, mas poxa, fazer isso com as crianças?! e dpois flam em defesa da familia trad brasileira",0,C
18,2019,UOL,Policia diz que matou ?,0,M
18,2019,UOL,"Fantástica ação da polícia, parabéns. BANDIDO --> Caixão, assim que deve ser sempre, sem exceção. Agora deixa a esquerda com seu mimimi e sua política do caos. Direitos humanos, kkk contem outra piada. Parabéns a Witzel governador do Rio, só um homem de pulso pode dar jeito na cidade maravilhosa mas infelizmente sitiada por bandidos.",1,M
20,2019,UOL,A bala já foi analisada e trata-se de arma da policia,0,M
20,2019-09-21,Folha,que tristeza a revolta que estou sentindo não tem tamanho uma vida (mais uma que se vai fruto de uma política nefasta de estado que vergonha que eu sinto desse governador um dia ter sido meu colega o mais triste é que ele vai dormir tranquilo essa noite sem remorso,-1,M
25,2019-04-09,Folha,"o episódio foi terrível e inaceitável! mas, se entendi bem, se a bala atingisse um branco, claro que não morreria é isso mesmo? foi crime de racismo, ou foi um erro sem precedentes do exército? sou da paz, antes de mais nada!",-1,M
24,2020-07-02,Folha,só deus sabe onde as balas cairão o lanche de vagabundos usando arma dos machos,0,G
23,2020-05-19,UOL,"nem parecido, a maioria das vezes pegam a fto de outro menino negro e fala q é a vítima, afinal, p esse povo negro é td igual",0,M
20,2019,Folha,Witzel é um psicopata insano. Que Deus tenha piedade das crianças e dos inocentes do Rio.,-1,M
20,2019-09-21,UOL,nunca se matou tanto no rio como este ano vc é cego,-1,M
24,2020-07-01,G1,"""isso não acontece no brasil"" me explica isso muito triste",0,G
22,2021-06-28,G1,pois é esquece! fiquei aqui pela diversão pq deu pra rir viu,0,C
22,2021-06-28,UOL,o jeito que colocaram ele na ambulância,0,M
18,2019,UOL,"""Após horas de cerco, o atirador de elite da PM, disparou e fez um sinal de positivo. O homem caiu. Os policiais, então, comemoraram e rezaram um Pai-Nosso."" Local e momento mais inoportuno para manifestação religiosa. Uma verdadeira falta de bom senso assola a nossa sociedade.",-1,M
23,2020-05-19,G1,sim sou o hitler negro,0,C
22,2021-06-28,G1,imprensa marrom em luto !!!!!!!!!!!!!,0,M
18,2019,UOL,"Parece que a Manuella dAvila estava,",0,M
18,2019,Folha,"Poderiam ter levado os comentaristas-de-ar-condicionado para negociar com o bhandido e salvar a todos, bhandido e refens. O site está cheio deles.",0,M
23,2020-05-19,G1,"policiais cometem suicídio pq a própria instituição negligência a saúde mental dos policiais, tem matérias e denúncias q dizem a respeito disso",0,M
18,2019,UOL,O VAR tbm é assim!,0,M
18,2019,UOL,Porque o sequestrador desceu do ônibus?,0,M
18,2019,UOL,Por quê politizar tudo? Isso não tem nada com política.,0,M
26,2021-05-07,Folha,"com certeza os mortos deviam todos serem bons homens, trabalhadores , honestos e que jamais ofereceriam drogas para os seus filhos , assaltariam alguém ou mesmo matariam um inocente! agora vão para o céu! só que não ",1,C
20,2019,UOL,"Culpa do tráfico que impõe sua força com a violência. A polícia não pode e nem deve ser responsabilizada antes de uma perícia. Por que os projéteis nunca saem das armas dos traficantes?! Meu sentimentos aos familiares da menina. Mas não esmoreça, Witzel!!",1,M
18,2019-08-20,UOL,eu sou morador de são paulo nasci na capital de são paulo eu quero parabenizar a polícia militar ea polícia civil do estado do rio de janeiro e ao governador do rio de janeiro por mais essa eficiente operação um sequestrador morto e os reféns do ônibus liberado,1,G
18,2019,UOL,"E ele poderia ter colocado fogo no ônibus. É pra comemorar mesmo, pois mais de 20 pessoas inocentes foram salvas.",1,M
25,2021-05-28,Folha,quantos tiros ele deu na polícia/exército?,-1,G
25,2019-04-08,G1,"o pior e eles manterem o argumento que foram atacados no segundo caso, oq os vídeos divulgados ate agora na provam ser mentira isso foi execução e o estado esta legitimando isso",-1,M
21,2021-11-07,G1,"aquí la noticia según oglobo según esto, la pareja de la mujer estaba siendo detenida por porte ilegal de armas, pero no explica porque la violencia hacia la mujer escaló de esta forma",0,C
23,2020-05-19,G1,"só bolsogado passando pano pros policiais assasinos tentando botar a culpa no tráfico, mas quem fez invasão de propriedade e fuzilou o coitado foi a corrupta pm",-1,G
25,2019-04-08,G1,e se matasse um branco? como seria seu post?,0,M
22,2021-06-28,G1,"tivesse, a polícia teria jogado napalm, e destruído a cidade, pra compensar a incompetência",0,C
25,2019-04-08,Folha,"vocês jornalistas da tem que entender que os militares deram 80 tiros de fuzil porque ""estavam sobre violenta emoção"" de acordo com a tese do acredito que o e deveria dar sua opinião a respeito dessa ""autorização para matar""",-1,M
18,2019,UOL,"Suposto ha ha ha ...ele salvou a vida de 22 inocente, tem é que comemorar mesmo",1,M
18,2019-08-20,G1,e ainda é terça feira,0,M
25,2019-05-23,UOL,sem novidades uma vergonha,-1,G
21,2021-11-07,Folha,"segundo a matéria, ela estava com o revólver na bolsa conseguiu ver a bolsa aí na cena? mesmo se estivesse com a bolsa, como faria pra tirar a arma se estava agarrada à criança? só se ela tiver o dom da psicocinese!",-1,G
20,2019-09-21,G1,"só fato da policia militar continuar trocando tiros com bandidos mesmo com moradores e crianças por perto, mostra que witzel e a pm não estão preocupado com o cidadão de bem das comunidades qualquer um que estiver lá na área mais pobre entra na mira da pm vergonha!",-1,G
20,2019-09-21,Folha,"por que isso acaba sendo encarado com tanta naturalidade, quase uma rotina? comente moniquette",0,G
22,2021-06-28,G1,é triste ver várias pessoas da sociedade querendo penalizar a polícia alguém acha que esse cara iria se entregar ou ele morria na apreensão ou na prisão assassino de criança estuprador,1,C
21,2021-11-07,Folha,"quero ver eles fazerem isso com quem realmente, são os bandidos",-1,G
23,2020-05-19,G1,vai tomar no seu cu porra ele foi assassinado pela polícia,-1,M
21,2021-11-06,UOL,"espero que você nunca precise da pm, pra falar uma merda dessa tinha que ser da esquerda mesmo, defesora de bandidos",-1,C
22,2021-06-28,G1,amemmmmm já tava na hora,1,M
20,2019-09-21,UOL,que triste!!!!! até quando inocentes vão perder a vida desse jeito?,-1,G
18,2019,UOL,"Já passou da hora da polícia do RJ prender os foragidos Queiroz e Adriano da Nóbrega, este o chefe do Escritório de Crime, Ou será que não são procurados porque Witzel ouviu do Jair Messias que eles e especialmente o filho Flavinho não podem ser investigados... Sabe que eles devem muito mais do que a imprensa conhece até agora e mais do que se pode imaginar... Sobretudo porque o próprio Jair Messias é cúmplice dos delitos de Flavinho e dos seus amigões foragidos, Queiroz e Adriano.....",0,M
20,2019-09-21,Folha,um livro e um uniforme escolar,0,M
26,2021-05-06,Folha,"ué, vc não tá aí defendendo bandido? gado pq? pq eu defendo inocentes invés de traficante? matar bandido q mata uma par de inocente por dia não pode, mas matar bandido não pode pq eles tem família né",1,C
18,2019,UOL,"Principalmente os desvios do casal de pixulecos, mandaram dinheiro para ditaduras mundo a fora.",0,M
21,2021-11-06,UOL,despreparo pra abordar e conduzir uma mãe com 2 crianças,-1,M
18,2019,UOL,descansando no sítio do molusco kkkkkkkk,0,M
23,2020-05-19,G1,"mas vai ver quantidade absurda de drogas e a polícia sabem que tem, só não por que não quer, pq a maioria do público de rave são brancos privilegiados e isso é apenas um mero exemplo de todo o preconceito que um negro sofre",-1,M
18,2019,UOL,NÃO VI O MESMO ÓDIO QUANDO POR CAUSA DE UMA EMPRESA MORRERAM MAIS DE 300 EM BRUMADINHO OU QUANDO MORRERAM CRIANÇAS NUM ALOJAMENTO DE CLUBE DE FUTEBOL,0,M
18,2019,UOL,Bem isso! Bem isso mesmo!! Adiciono ainda o trabalho dos direitos humanos confortando a família do marginal.,0,M
18,2019,UOL,Não há motivos pra comemoração...,-1,M
23,2020-05-19,G1,"salvam vidas sim kkkkkkkkkkkk inocência sua achar que eles não dão sumiço em corpos também, principalmente na favela, quem vive aqui sabe",-1,M
24,2020-07-01,G1,"sim sou fã mesmo, dois estadistas abolicionistas qual o problema?",0,M
24,2020-07-02,G1,foi um bandido que matou,1,C
18,2019,Folha,"No tocante ao uso do ""tiro de precisão"" em casos extremos como esse, a análise dos fatos após o abate confirmará a sua necessidade, até aqui aceitável. No tocante ao uso do ""pai-nosso"", por alguns policiais presentes, após a eliminação do criminoso, pareceu-me uma reação de religiosidade inoportuna. Essa manifestação de fé diante de ações policiais letais lembram os cruzados orando após o extermínio de sarracenos na Terra Santa. Uma atitude incongruente e inoportuna.",1,M
24,2020-07-01,G1,"tráfico é tráfico não tem essa, tanto que até o presidente quer liberar armas sem sentido esse argumento",0,M
18,2019,UOL,"Lamentável...era uma arma de brinquedo, a polícia nem pediu a nota fiscal para confirmar se a arma era de verdade antes de atirar.",-1,M
25,2019-04-08,G1,"tempos estranhos, estamos vivendo",-1,C
22,2021-06-28,UOL,"me diz uma coisa gente! quem é pior para vocês, lázaro ou bolso? sou toda atenção na leitura #lazaro #lazarobarbosa #bolsonaro",0,M
18,2019-08-20,G1,"mais um maluco espero que desta vez ninguém morra  ,só deus nesse rj",0,M
23,2020-05-19,G1,"a questão não é morte por arma de fogo e sim morte causada por policiais, quando a polícia matou alguém em rave?",-1,C
18,2019,UOL,"Para você a polícia tem que ter limites de quantidade de tiros. Por você, se estivesse lá, você iria fazer cócegas no sequestrador até ele ficar molinho de tanto rir, soltar a arma e depois de seus beijos ele se convencer a se entregar.",1,M
18,2019,UOL,Quem comete um loucura não deve assumir as consequência dos seus atos?,1,M
20,2019,Folha,"Mais uma vida preciosa e inocente se perde pela irresponsabilidade e loucura dos que pensam que violência pode vencer violência. Esse governador demonstra regozijo com a morte de seres humanos, ele não trás dentro de si a natureza dos homens que seguem o caminho da virtude. Um dia, na terra ou na espiritualidade, ele responderá por seus atos.",-1,M
26,2021-05-08,Folha,"só morreu vagabundo qual o problema? eles roubam, matam, esculacham trabalhador e não vejo indignação por parte da imprensa",1,C
22,2021-06-28,UOL,"me diz uma coisa gente! quem é pior para vocês, lázaro ou bolso? sou toda atenção na leitura  #lazaro #lazarobarbosa #bolsonaro",1,M
24,2020-07-01,G1,"ser a favor de bandidos? quem está sendo? uma criança de 7 anos foi morta mas a justificativa é que ele era um bandido? e mesmo que fosse, policia n foi feita pra matar e sim pra aplicar justiça, ngm tem direito de tirar a vida de ngm e isso se aplica a policia tbm se intera fi",-1,G
23,2020-05-19,G1,ue mas de traficante a gente não espera nada não agr o papel da polícia é proteger a população não atirar em um grto de 14 anos,-1,M
18,2019,UOL,É inacreditável o poder de criatividade desse povo inconformado com o resultado das últimas eleições. Veem Bolsomotivos em tudo!!!,0,M
21,2021-11-06,G1,"deixa seu achismo de lado, mostra o vídeo pra um profissional que segue os protocolos corretamente e depois você volta aqui",0,G
20,2019-09-21,UOL,"não, amiguinho não justificam mas a inação de governos anteriores levaram a picos de 65 mil mortes em anos anteriores o remédio agora é amargo a não se que vc seja a favor de subir o morro distribuindo rosas e soltando pombas brancas mas a constante vigilância é válida",1,G
25,2020-08-07,Folha,vai falar algo disso também?,0,G
23,2020-05-19,G1,menino de 14 anos é assassinado e tem corpo sequestrado pela polícia****,-1,C
18,2019-08-20,G1,pra não por a vida de outras pessoas em risco né?! se rola tiroteio tem carros passando só piora ainda mais a situação!,0,M
21,2021-11-07,Folha,o que ouvi na tv que ela estava armada e usava a criança no colo p esconder,1,G
21,2021-11-06,Folha,"tá bom estudioso do assunto, sabichão do twitter",0,G
26,2021-05-06,G1,"22 bandidos e um policial, olha a chacina né",1,M
22,2021-06-28,G1,"bons estudos, amores",0,C
25,2019-04-08,Folha,"vidas negras importam! é um absurdo esse extermínio, e o governo federal e estadual não estão nem aí",-1,C
20,2019,UOL,"ABSURDO! Este Governador que pareceria ser a salvação deu carta branca para os assassinatos de crianças, inclusive. A história ainda irá julgá-lo! E aos moradores que façam o protesto mas de preferência na entrada de um importante túnel da cidade (!) Aí sim serão ouvidos.",-1,M
24,2020-07-03,G1,"são um pouco mais de 57 mil pessoas segundo o jornal americano los angeles times não temos porque xingar, sabemos que o brasil não é muito chegado à sua história, por causa da manipulação educacional, mas fazemos o melhor que podemos",0,C
20,2019-09-21,G1,no leblon eles nunca se enganam menina de 8 anos morre baleada no complexo do alemão | rio de janeiro | g1,-1,M
18,2019,UOL,Gesiel - duvido que pense assim se você estivesse dentro do ônibus.,1,M
23,2020-05-20,G1,bandido bom é bandido morto,0,M
18,2019-08-20,G1,"verdade, como consegue estar armado??? vejo tudo e não morrokkkk depois que o pcc e cv querem processar , não entendo mais nada",0,G
18,2019,UOL,"Em 2009 (pós Caso Eloá, que todos estão esquecidos) um atirador de elite abateu um sequestrador no mesmo rio de janeiro que aconteceu esse sequestro atual, detalhe: era no governo do PT. Independente de qual partido esteja no governo, meus parabéns não vão para os políticos e, sim, para os policiais e para o BOPE, apenas.",1,M
21,2021-11-06,Folha,"ela tava com uma arma na bolsa usando as crianças como escudo pros pms não chegarem na bolsa, ela não obedeceu a ordem deles pra deixar as crianças com outra pessoa pra eles atuarem com segurança não teve chute, tapa, soco, somente a imobilização",1,M
18,2019-08-20,G1,"um helicóptero e um sniper, fim do problema",0,G
25,2019-04-08,Folha,as digitais dos outros ministros da justiça aparecem nas cenas dos outros milhares de assassinatos que já aconteciam todos os anos ali naquelas regiões?,0,M
21,2021-11-06,Folha,"recebem muito mal, isso sim",1,C
23,2020-05-19,UOL,tragédia dentro da tragédia,-1,C
18,2019-08-20,G1,pena que o homem não estivesse levando flores ao invés de uma arma,0,G
26,2021-05-07,Folha,"semana que vem tem um novo traficante no mesmo lugar, só otário acredita na polícia do rj a mais imunda corrupta do mundo",-1,C
20,2019,UOL,"Policiais morrem quase toda semana no Rio em confronto com traficantes. Também será de bala perdida? Quando morre um civil, criança ou adulto, a bala ""perdida"" sempre sai da arma do policial. É claro, dá indenização do estado e se for da arma do bandido não dá nada. Com força e coragem, Witzel é assim que se ganha uma guerra e doa a quem doer.",1,M
23,2020-05-19,G1,"morre, o caralho foi assassinado!",-1,C
21,2021-11-08,Folha,"é claro que me importo que a lei seja cumprida a mulher estava em clara atitude de ilícito a reação dela deixa evidente que algo ela escondeu nas vestes do bebêa contenção dela com o bebe, como o video deixa claro, foi vem executada, prova que o bebê não se machucou",1,M
18,2019-08-20,UOL,então vai se tratar pq vc eh doente,0,G
18,2019,UOL,Parabens.... final perfeito!,1,M
26,2021-05-07,Folha,"só no brasil o cumprimento de mandados de prisão que termina com 25 mortos é chamado de ""operação"" quantos traficantes foram presos? o modelo de segurança pública no brasil é arcaico e uma máquina de exterminar pobres",0,C
18,2019,UOL,O MELIANTE METIA MEDO MESMO HEIM!? COM UM SIMULACRO MOSTROU SER BASTANTE CAPAZ INDO CONHECER O CAPETA MAIS CEDO! ASSIM CAMINHA A HUMANIDADE A PRECEDENCIA CAMINHA AO LADO DOS INOCENTES EVIDENTE E ELEMENTAR!,1,M
24,2020-07-01,G1,"aaa q mundo vivemossss,não aguento maissss acorda c noticia ruim!!não tinham cido proibido operação e eles so poderia atira se tivesse trocamento,sera q teveee????qm matou italo???polícia??ou bandido/melicia????",0,M
24,2020-07-01,G1,"belo momento pra fzr piadinha escrota mo mas se formos levar em consideração, morrem mais pessoas(principalmente negraspelos disparos de polícias, que traficantes",-1,G
18,2019-08-20,UOL,"legal, entendi a diferença, esse é o problema da democracia brasileira, os inteligentes que eram para pensar, já não pensam mais de qualquer forma hoje tem palmeiras, avanti, abraços",0,M
18,2019,UOL,"Igualdade social é utopia, mesmo em países desenvolvidos ela ainda está presente. E mesmo nos países onde há índices excelentes de investimentos em educação, e segurança esse tipo de coisa também ocorre. O que precisamos é cada vez mais de pessoas que saibam lidar com essas situações como fez esse governador para que criminosos como esses pensem duas vezes antes de colocar a vida de inocentes em risco.",1,M
22,2021-06-28,G1,"prazer, sou psicóloga! acho que quem tem que entender a diferença, se existe, e vc!",0,M
18,2019,UOL,mais tarde farão isso!! a familia dele...,0,M
18,2019,UOL,Witzel presida!!!só vem,1,M
18,2019-08-20,UOL,"nao, nao eh diferente cara, ele eh um ser humano, matar bandido nao vai mudar nada, para com essa merda de pensamento idiota e os políticos ladrões que vc deve idolatrar, vc quer que morra tbm? nao ne, ai pode tudo bolsonaro mito cospe no meu cu e me come",-1,G
18,2019,UOL,Ebaaa !!! Sucesso !!! Bandido morto e reféns a salvo ! Parabéns à polícia !!!!,1,M
25,2019-04-08,G1,"eu queria ser capaz de dizer algo significante, mas na real eu tó só arrasada mesmo! arrasada q nesse país gente preta não tem direito à família, a lazer, a dignidade, a vida, a existência a nada 80 fucking tiros!!",-1,C
20,2019-09-21,G1,menina de 8 anos morre baleada após operação policial no complexo do alemão,0,M
18,2019,UOL,"Se não gosta da linha editorial do UOL/Folha, é só mudar sua fonte de notícias. Ou será que os provedores de notícia alinhados com a tal ""direita"" não lhe inspiram confiança?",0,M
18,2019-08-20,Folha,a gasolina era falsa tb? extrema imprensa lixo,1,G
18,2019,UOL,PARABÉNS A PM !,1,M
21,2021-11-06,UOL,"ela estava com uma arma, não curti a agressividade, mas como faz? ela poderia atirar neles!!",1,C
23,2020-05-19,G1,"morreu não, foi assassinado",-1,G
18,2019,UOL,"Parabéns aos policiais e governador do Rio, pela ação tomada.",1,M
20,2019-09-22,Folha,"acho q os veiculos de imprensa precisam expressar maior indignação, não pode ser imparcial diante de barbárie como essa, sob pena de naturalizar isso, o q infelizmente parece ser q vem ocorrendo",-1,M
26,2021-05-07,Folha,"não sei se é por falta de verba ou se é incompetência dos comandantes, só sei que é muita burrice ir pra guerra sem equipo certo os órgãos de imprensa tinham mas que tocar nesta ferida, busquem saber quanto que é gasto por batalhão com equipamentos de segurança dos policiais",0,M
25,2019-04-08,Folha,tem que explicar essa parada,0,C
26,2021-05-07,Folha,parabéns aos braços guerreiros da policial civil e militar,1,M
20,2019-09-21,G1,"fico triste viajando será que no futuro (que essa criança que cometeu o crime de nascer pobre não vai ter, vai ter morador do alemão falando que bom mesmo",-1,M
24,2020-07-01,G1,"aparentemente é rotina no estado do rj notícias como essa, que tristeza! (",0,G
20,2019,UOL,"Agatha, Criança, linda, cheia de vida e com apenas 8 anos! Covardemente assassinada no complexo do Alemão. Até quando? Não podemos aceitar tamanha covardia! Que País é esse? Witzel ASSASSINO!",-1,M
22,2021-06-28,G1,"ele morreu na hora, mas a policia sempre prefere falar que foi socorrido e que morreu dps",-1,C
26,2021-05-07,Folha,"fooodase,tem extermintoda essa raça",1,M
21,2021-11-07,Folha,"nossa, é mesmo, tomaram todo o cuidado pra não machucar a criança, eu não tinha percebido, olha só",1,M
26,2021-05-06,G1,"vou resumir, o cara do primeiro comentário disse que eram inocentes, eu só disse ( citando a própria matéria , que não eram já sai do brasil faz tempo, pior parte da minha vida foi durante os anos 90, só melhorou em 2002 em diante com o lula, quando tive oportunidade de estud",0,C
21,2021-11-08,Folha,"quem le, pensa esse cara deve ser rico, viveu em berço esplêndido cara, na minha infância, nao foi bem uma nem duas vezes que nao tinha o que comer outras vezes quando tinha era cafe preto e farinha só que não fiquei choramingandocorri atrás, e venci",0,G
18,2019,UOL,Grande coisa matar um sujeito desarmado. Eu sozinho mobilizava o elemento.,-1,M
20,2019-09-21,Folha,"mônica militante comunista , se proclama jornalista!",0,G
18,2019,UOL,Se fosse com outro governador o sequestro se estenderia até amanhã. Wilson é fera.,1,M
23,2020-05-19,G1,"uma coisa é o plano do deverser, outra bem diferente é a prática, é a realidade vivida pelas pessoas social e economicamente marginalizadas",0,M
18,2019,UOL,"O atirador assassinato deveria ser afastado das funções, deixá-lo preso uma semana em um resort com as despesas pagas pelo estado, e com a família dele pra pensar no que fez, depois uma semana de folga pra rezar e se arrepender....",1,M
21,2021-11-06,Folha,"segundo uma matéria que eu li, a arma estava dentro da bolsa o que pesou pra mim foi a conduta do policial diante das crianças mas o pessoal adora essa questão de polícia x bandido as pessoas estão fingindo que não tinham crianças ali",-1,C
24,2020-07-01,G1,ta aí uma informação que não sabia mostra que o problema está enraizado há tempos,0,G
21,2021-11-06,Folha,a pm precisa acabar e reconstruir outra segurança essa está viciada em agredir pobre e defender burgueses,-1,G
18,2019,UOL,"Ação correta da policia do Rio! Mas o cara era um zeroela, não há muito o que comemorar.",1,M
20,2019-09-21,Folha,mais uma criança morta durante uma ação da pm,-1,M
18,2019-08-20,UOL,vai cuidar da sua fimose que vc ganha mais,0,M
25,2019-04-10,G1,"nada haver o que vc falou,onde esta o racismo na minha frase? isso seria mais provável acontecer se eu passar dentro de uma favela no rio com vidro escuro e fechado,seria metralhado pelos traficantes, a mídia não iria nem noticiar nem vcs ficariam de mimi mi",0,G
20,2019-09-21,Folha,eu quero que witzel seja processado e preso por indução ao assassinato da população pobre do rj e de criança,-1,M
18,2019,UOL,"""...os Direitos Humanos Universal foi criado (sic) para que o Estado nao se torne um bandido e nao para defender bandidos...."" Pode até ser, só que não funciona mais assim faz bastante tempo, não sei se você reparou. E é uma velha tática esquerdista realizar uma ação ALEGANDO que é para uma coisa mas que na verdade tem por objetivo outra.",0,M
18,2019,UOL,PARA CADA UM AMENOS APARECEM 10 A+,0,M
26,2021-05-07,Folha,menos 25!! ainda há muito trabalho!,1,M
20,2019,UOL,"E aí? Vai matando, matando.. e tudo bem? Fica por isso mesmo? Semana que vem ele deve estar de novo no programa do Ratinho, ou brincando de jogo dos pontinhos do Sílvio Santos.",-1,M
20,2019-09-21,G1,"vidas negras , importam 8 anos, morta no complexo do alemão",-1,M
18,2019,UOL,"vai ser o inverso, o policial responsável pelo assassinato deve responder a vários processos, de natureza civil, criminal e administrativa. atirador de elite deve estar apto para incapacitar sem matar, no mínimo.",-1,M
26,2021-05-06,Uol,viva a polícia que protege a populaçao de bandidos,1,C
21,2021-11-06,G1,mais covarde que a polícia é a mulher q usou o próprio filho como escudo pra tentar evitar a prisão,1,C
18,2019-08-20,UOL,o sequestrador estava se entregando quando foi alvejado,0,M
18,2019,UOL,Ja joga aos tubarões pra economizar !,0,M
22,2021-06-28,G1,sim precisa sempre foram 20 dias trabalhando dia e noite vc sabe o que é isso? creio que não,0,M
21,2021-11-06,G1,"mulher sofre violência!não conseguem juntar as letras, otários??",-1,M
18,2019,UOL,Diria o msm se fosse refém?,1,M
18,2019-08-20,G1,mas e a proibição de armas?????,0,M
21,2021-11-06,Folha,"em momento algum falei que não deveria ser presa, falei sobre a forma como foi feito, e eu me importo sim se for uma criança ou um idoso, mas isso diz mais sobre o meu caráter",0,C
20,2019-09-22,Folha,dear mônica your article just say more of the same without analyzing the causes show a in cautious behavior for a journalist what about young &amp college students from up class going buy drugs up there? even the same students who are against any action?,0,G
23,2020-05-19,G1,"você já levou algum tiro na cara? se levou, boa sorte para recuperar, porque parece que sim, e segundo, em 30 anos de carreira meu pai não deu tiro na cara de ninguém, não sei oque ta acontecendo",0,G
24,2020-07-01,G1,"vai se fuder, quem matou a criança foi um traficante",1,C
21,2021-11-07,Folha,"estava com ela, mas não na hora dessa cena aí, não ao alcance da mão",0,M
21,2021-11-08,Folha,"engraçado é que vc acha que seu ""sucesso"" se reflete em toda a sociedade vc não é ignorante, só é perverso mesmo se você realmente ja passou por dificuldades, falar essas atrocidades só te faz mais monstruoso",0,G
22,2021-06-28,G1,"olha, mãe um idiota",0,M
18,2019,UOL,"Esqueceu de Lula, Jean e Marielle",0,M
20,2019-09-21,Folha,é esse o nível de quem vai nos salvar do comunismo quero saber quem vai nos salvar deles,-1,G
21,2021-11-06,Folha,a mulher estava armada gente leiam a matéria o q a polícia devia ter feito?,1,C
26,2021-05-07,UOL,"os narcotraficantes tomaram os morros ,seu dinheiro compra políticos,imprensa e judiciário,parabéns a polícia que arrisca a vida para defender a sociedade",0,M
18,2019,UOL,Kd o Queiroz? rsrs,0,M
18,2019,UOL,"Com o facilitação do porte de armas e o aumento da desigualdade social, onde a culpa principal é dos BANQUEIROS (não estou dizendo que todos devem ser iguais financeiramente, só que a base da pirâmide deve possuir condições básicas de sobrevivência e crescimento econômico), cenas como esta com certeza irão ser constantes, o que é um círculo vicioso que é usado como campanha no governo atual. Ou seja vamos atacar o problema pela consequência aumentar a causa raiz e usar isso para angariar votos.",0,M
26,2021-05-07,Folha,"fale mais, pare e que até agora tá sem saber oq estou falando as imagens serviriam pra que exatamente? quero saber oq está pensando e o quão longe sua mente está hipócrita pra nome de perfil, pra vc é perfeito esperando, viu?",0,M
24,2020-07-01,Folha,"o roger estava lá e viu tudo foi fazer o que na favela, pegar preto ou branco??!! ",0,G
18,2019,UOL,Parabéns a polícia. Fez o que tinha que fazer.,1,M
22,2021-06-28,G1,voce acompanhou as notícias ou não?,0,G
18,2019-08-20,G1,agora arrastão na linha vermelha,0,M
18,2019,UOL,"daqui a pouco bem o pessoal do Direitos Humanos: ""Coitadinho""",0,M
18,2019,UOL,Ideal é não haver próximo.,0,M
21,2021-11-07,Folha,"leia, entenda e deixe de defender bandido!",0,M
18,2019,UOL,"Ele errou o tiro, não foi cirúrgico, mataram o sequestrador no hospital para não pegar mal.",0,M
24,2020-07-01,G1,morreu nada foi assassinado,0,M
18,2019,UOL,Que os proximos aprendam com o feito pq quem sequestrar outro onibus agora vai pensar 2x se vale a pena mesmo.,1,M
20,2019,Folha,"Para a maioria de nós, assassinos seriais era coisa de filmes e séries. Uma realidade longinquía. Não mais! Witzel trouxe a ficção para o mundo real. É um assassino. BASTA! Nada no mundo real justifica a morte de incocentes promovida por Witzel. Que dirá o exterminio de crianças.",-1,M
20,2019-09-21,Folha,ele disse que iria fazer #aculpaedowitzel,0,M
25,2019-04-08,G1,nossos militares sempre bem treinados !,0,M
